26/04/2021;1.247.7;1.239.2;;;124774;123915;;1.24774;1.23915
23/04/2021;1.250.3;1.247.4;;;125033;124735;;1.25033;1.24735
22/04/2021;1.249.7;1.250.2;;;124970;125023;;1.2497;1.25023
21/04/2021;1.260.6;1.249.8;;;126063;124979;;1.26063;1.24979
20/04/2021;1.252.9;1.260.6;;;125292;126062;;1.25292;1.26062
19/04/2021;1.250.7;1.252.7;;;125073;125273;;1.25073;1.25273
16/04/2021;1.254.1;1.250.5;;;125412;125050;;1.25412;1.2505
15/04/2021;1.251.9;1.254.1;;;125186;125410;;1.25186;1.2541
14/04/2021;1.253.2;1.251.8;;;125318;125180;;1.25318;1.2518
13/04/2021;1.256.1;1.253.1;;;125614;125314;;1.25614;1.25314
12/04/2021;1.252.9;1.256.3;;;125285;125625;;1.25285;1.25625
09/04/2021;1.256.1;1.252.6;;;125605;125260;;1.25605;1.2526
08/04/2021;1.261.1;1.256.2;;;126113;125616;;1.26113;1.25616
07/04/2021;1.256.9;1.261.0;;;125687;126104;;1.25687;1.26104
06/04/2021;1.252.0;1.256.9;;;125204;125690;;1.25204;1.2569
05/04/2021;1.257.4;1.252.2;;;125738;125224;;1.25738;1.25224
02/04/2021;1.254.3;1.257.3;;;125432;125730;;1.25432;1.2573
01/04/2021;1.256.0;1.254.3;;;125604;125430;;1.25604;1.2543
31/03/2021;1.262.4;1.256.0;;;126240;125601;;1.2624;1.25601
30/03/2021;1.259.0;1.262.4;;;125900;126240;;1.259;1.2624
29/03/2021;1.257.4;1.259.0;;;125741;125895;;1.25741;1.25895
26/03/2021;1.260.6;1.256.9;;;126058;125690;;1.26058;1.2569
25/03/2021;1.257.5;1.260.5;;;125753;126051;;1.25753;1.26051
24/03/2021;1.257.9;1.257.8;;;125787;125780;;1.25787;1.2578
23/03/2021;1.252.0;1.258.1;;;125204;125810;;1.25204;1.2581
22/03/2021;1.251.9;1.252.0;;;125191;125200;;1.25191;1.252
19/03/2021;1.249.1;1.250.0;;;124911;125000;;1.24911;1.25
18/03/2021;1.240.6;1.249.2;;;124062;124920;;1.24062;1.2492
17/03/2021;1.244.3;1.240.5;;;124426;124049;;1.24426;1.24049
16/03/2021;1.247.8;1.244.1;;;124777;124409;;1.24777;1.24409
15/03/2021;1.247.6;1.247.8;;;124758;124775;;1.24758;1.24775
12/03/2021;1.252.8;1.247.2;;;125279;124720;;1.25279;1.2472
11/03/2021;1.261.5;1.252.8;;;126148;125277;;1.26148;1.25277
10/03/2021;1.263.3;1.261.8;;;126328;126177;;1.26328;1.26177
09/03/2021;1.266.1;1.263.3;;;126613;126333;;1.26613;1.26333
08/03/2021;1.265.4;1.266.3;;;126535;126629;;1.26535;1.26629
05/03/2021;1.266.6;1.265.3;;;126657;126530;;1.26657;1.2653
04/03/2021;1.265.3;1.266.6;;;126530;126660;;1.2653;1.2666
03/03/2021;1.263.0;1.265.3;;;126295;126532;;1.26295;1.26532
02/03/2021;1.264.4;1.263.2;;;126443;126316;;1.26443;1.26316
01/03/2021;1.272.9;1.264.4;;;127290;126444;;1.2729;1.26444
26/02/2021;1.259.9;1.273.7;;;125992;127367;;1.25992;1.27367
25/02/2021;1.251.0;1.260.1;;;125103;126010;;1.25103;1.2601
24/02/2021;1.258.4;1.251.1;;;125839;125109;;1.25839;1.25109
23/02/2021;1.261.1;1.258.5;;;126108;125853;;1.26108;1.25853
22/02/2021;1.261.1;1.261.4;;;126105;126138;;1.26105;1.26138
19/02/2021;1.267.7;1.261.0;;;126770;126100;;1.2677;1.261
18/02/2021;1.269.9;1.267.7;;;126990;126770;;1.2699;1.2677
17/02/2021;1.268.7;1.269.9;;;126866;126992;;1.26866;1.26992
16/02/2021;1.263.9;1.268.7;;;126388;126870;;1.26388;1.2687
15/02/2021;1.268.2;1.263.8;;;126823;126380;;1.26823;1.2638
